CPU型号,CPU频率,GPU型号,RAM容量,ROM容量,id,主屏分辨率,主屏尺寸,价格,前置摄像头,后置摄像头,型号,摄像头总数,核心数,电池容量,tags,cpu
高通 骁龙660,2.2GHz>,高通 Adreno512,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,142,2160x1080像素1080P高清（击败98.21%手机）,6.01英寸需双手打字更多6.01英寸手机＞,2499,1200万像素+500万像素高清级像素高像素自拍手机>,1200万像素+500万像素高清级像素 样张秀>，高清像素手机>,美图T9（4GB RAM/全网通）,四摄像头（前双+后双）>,八核>,3100mAh小电池,性能 速度 流畅 综合 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素,骁龙660
海思 Kirin 970,2.36GHz（大四核），1.8GHz（小四核）+微智核i7,Mali-G72 MP12,6GB>游戏运行良好,64GB/128GB1.3万张照片5461首歌曲,143,2160x1080像素1080P高清（击败98.21%手机）,5.99英寸可单手打字更多5.99英寸手机＞,1999,1300万像素>高清级像素高像素自拍手机>,2000万像素+1600万像素高清级像素高清像素手机>,荣耀V10（6GB RAM/全网通）,,八核>,3750mAh（30分钟充电45%）大电池大电池手机>,性能 速度 流畅 综合 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 性价比 体验 效率 价格,麒麟970
三星 Exynos 8895,2.3GHz>,Mali-G71,6GB>游戏运行良好,64GB/128GB1.3万张照片5461首歌曲,144,2560x1440像素>2K超清（击败99.81%手机）,5.95英寸可单手打字更多5.95英寸手机＞,2498,2000万像素高清级像素高像素自拍手机>,长焦镜头2000万像素+广角镜头1200万像素高清级像素 样张秀>，高清像素手机>,魅族15 Plus（全网通）,三摄像头（后双）>,,3500mAh大电池大电池手机>,相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 性价比 体验 效率 价格 性能 速度 流畅 综合 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接,exynos 8895
高通 骁龙845 AIE,,,10GB>游戏运行流畅,256GB>5.2万张照片2.2万首歌曲,145,2340x1080像素>1080P高清（击败98.21%手机）,6.39英寸需双手打字更多6.39英寸手机＞,4999,2400万像素+200万像素高清级像素高像素自拍手机>,双1200万像素高清级像素高清像素手机>,小米MIX 3（故宫特别版/10GB RAM/全网通）,四摄像头（前双+后双）>,八核>,3200mAh小电池,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接,骁龙845
高通 骁龙675,2.0GHz（大四核），1.7GHz（小四核）,高通 Adreno 612,6GB>游戏运行良好,64GB>1.3万张照片5461首歌曲,146,2244x1080像素1080P高清（击败98.21%手机）,6.2英寸需双手打字更多6.2英寸手机＞,概念产品,2000万像素高清级像素高像素自拍手机>,4800万像素+500万像素高清级像素高清像素手机>,魅族魅蓝Note 9（全网通）,三摄像头（后双）>,八核>,3900mAh大电池大电池手机>,,骁龙675
高通 骁龙835（MSM8998）,2.45GHz,高通 Adreno540,8GB>游戏运行流畅,128GB>2.6万张照片1.1万首歌曲,147,1920x1080像素>1080P高清（击败98.21%手机）,5.5英寸可单手打字更多5.5英寸手机＞,3499,1600万像素>高清级像素高像素自拍手机>,2000万像素+1600万像素高清级像素 样张秀>，高清像素手机>,一加5（8GB RAM/全网通）,三摄像头（后双）>,八核>,3300mAh（30分钟充电50%）大电池大电池手机>,发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 性价比 体验 效率 价格 性能 速度 流畅 综合,骁龙835
高通 骁龙845,2.8GHz,高通 Adreno630,6GB>游戏运行良好,64GB/128GB1.3万张照片5461首歌曲,148,2240x1080像素1080P高清（击败98.21%手机）,6.17英寸需双手打字更多6.17英寸手机＞,2999,2400万像素高清级像素高像素自拍手机>,1200万像素+2000万像素高清级像素 样张秀>，高清像素手机>,锤子科技坚果R1（6GB RAM/全网通）,三摄像头（后双）>,八核>,3600mAh（30分钟充电52%）大电池大电池手机>,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 性能 速度 流畅 综合,骁龙845
联发科 MT6739,1.5GHz>,PowerVR GE8100,2GB>游戏运行卡顿,16GB>3276张照片1365首歌曲,149,1440x720像素720P普清（击败86.79%手机）,5.45英寸可单手打字更多5.45英寸手机＞,549,500万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,荣耀畅玩7（全网通）,双摄像头（前后）>,四核>,3020mAh小电池,,mt6739
高通 骁龙710,2.2GHz（大四核），1.7GHz（小四核）,,6GB>游戏运行良好,128GB>2.6万张照片1.1万首歌曲,150,2340x1080像素>1080P高清（击败98.21%手机）,6.4英寸需双手打字更多6.4英寸手机＞,2799,2400万像素高清级像素高像素自拍手机>,2400万像素+500万像素+1000万像素高清级像素高清像素手机>,三星Galaxy A8s独角精灵版（全网通）,四摄像头（后三）>,八核>,3400mAh大电池大电池手机>,,骁龙710
高通 骁龙625,2.0GHz>,高通 Adreno506,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,151,2160x1080像素1080P高清（击败98.21%手机）,5.99英寸可单手打字更多5.99英寸手机＞,799,500万像素>普通级像素高像素自拍手机>,1200万像素>高清级像素 样张秀>，高清像素手机>,小米红米5 Plus（3GB RAM/全网通）,双摄像头（前后）>,八核>,4000mAh（30分钟充电28%）大电池,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量,骁龙625
高通 骁龙845,2.8GHz,高通 Adreno630,6GB>游戏运行良好,128GB>2.6万张照片1.1万首歌曲,152,2160x1080像素1080P高清（击败98.21%手机）,6.01英寸需双手打字更多6.01英寸手机＞,3199,2000万像素高清级像素高像素自拍手机>,2000万像素+1200万像素高清级像素高清像素手机>,黑鲨游戏手机Helo（6GB RAM/全网通）,三摄像头（后双）>,八核>,4000mAh（30分钟充电54%）大电池,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 性能 速度 流畅 综合,骁龙845
高通 骁龙835（MSM8998）游戏运行完美(击败82%手机)，,2.45GHz（大四核），1.9GHz（小四核）,高通 Adreno540,4GB>游戏运行一般,64GB>1.3万张照片5461首歌曲,153,3840x2160像素>4K超高清（击败99.99%手机）,5.5英寸可单手打字更多5.5英寸手机＞,4199,1300万像素>高清级像素高像素自拍手机>,1900万像素高清级像素 样张秀>，高清像素手机>,索尼Xperia XZ Premium（G8142/双4G）,双摄像头（前后）>,八核>,3230mAh小电池,做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 性能 速度 流畅 综合 发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 性价比 体验 效率 价格,骁龙835
联发科 MT6739,1.5GHz>,PowerVR GE8100,2GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,154,1440x720像素720P普清（击败86.79%手机）,5.45英寸可单手打字更多5.45英寸手机＞,799,500万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,华为畅享8e青春版（全网通）,双摄像头（前后）>,四核>,3020mAh小电池,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接,mt6739
海思 Kirin 710,2.2GHz（大四核），1.7GHz（小四核）,,6GB>游戏运行良好,64GB/128GB1.3万张照片5461首歌曲,155,2340x1080像素>1080P高清（击败98.21%手机）,6.21英寸需双手打字更多6.21英寸手机＞,1699,2400万像素高清级像素高像素自拍手机>,1300万像素+200万像素高清级像素高清像素手机>,荣耀10青春版（6GB RAM/全网通）,三摄像头（后双）>,八核>,3400mAh大电池大电池手机>,识别率 兼容性 实用性 功能性 ui 易用性 整体性 稳定性 综合性,麒麟710
高通 骁龙435（MSM8940）,1.4GHz>,高通 Adreno505,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,156,1280x720像素>720P普清（击败86.79%手机）,5英寸可单手打字更多5英寸手机＞,799,500万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,小米红米4X（3GB RAM/全网通）,双摄像头（前后）>,八核>,4100mAh大电池,发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素,骁龙435
联发科 Helio P25,,Mali-T880,4GB>游戏运行一般,64GB/128GB1.3万张照片5461首歌曲,157,1920x1080像素>1080P高清（击败98.21%手机）,5.2英寸可单手打字更多5.2英寸手机＞,1299,1600万像素>高清级像素高像素自拍手机>,双1200万像素高清级像素 样张秀>，高清像素手机>,魅族PRO 7（标准版/全网通）,三摄像头（后双）>,八核>,3000mAh（30分钟充电64%）小电池,做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 性能 速度 流畅 综合,helio p25
高通 骁龙425（MSM8917），,1.4GHz>,高通 Adreno308,3GB>游戏运行卡顿,32GB>6553张照片2730首歌曲,158,1280x720像素>720P普清（击败86.79%手机）,5.5英寸可单手打字更多5.5英寸手机＞,1198,500万像素>普通级像素高像素自拍手机>,1300万像素>高清级像素高清像素手机>,vivo Y66i（全网通）,双摄像头（前后）>,四核>,3000mAh小电池,发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接,骁龙425
高通 骁龙820（MSM8996）游戏体验 轻掉帧(击败90%手机)，,2.2GHz（大二核），1.6GHz（小二核）,高通 Adreno530,6GB>游戏运行良好,64GB>1.3万张照片5461首歌曲,159,1920x1080像素>1080P高清（击败98.21%手机）,5.5英寸可单手打字更多5.5英寸手机＞,2499,800万像素>普通级像素高像素自拍手机>,1600万像素>高清级像素 样张秀>，高清像素手机>,一加3（全网通）,双摄像头（前后）>,四核>,3000mAh小电池,相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 性能 速度 流畅 综合 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 性价比 体验 效率 价格,骁龙820
高通 骁龙636,1.8GHz（大四核），1.6GHz（小四核）,高通 Adreno509,4GB>游戏运行一般,128GB>2.6万张照片1.1万首歌曲,160,2280x1080像素1080P高清（击败98.21%手机）,6.26英寸需双手打字更多6.26英寸手机＞,1898,1600万像素>高清级像素高像素自拍手机>,1300万像素+200万像素高清级像素高清像素手机>,vivo Z1i（4GB RAM/全网通）,三摄像头（后双）>,八核>,3260mAh小电池,﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 性能 速度 流畅 综合 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素,骁龙636
高通 骁龙710,2.2GHz（大四核），1.7GHz（小四核）,,8GB>游戏运行流畅,128GB>2.6万张照片1.1万首歌曲,161,2340x1080像素>1080P高清（击败98.21%手机）,6.4英寸需双手打字更多6.4英寸手机＞,3099,2400万像素高清级像素高像素自拍手机>,2400万像素+500万像素+1000万像素高清级像素高清像素手机>,三星Galaxy A8s（8GB RAM/全网通）,四摄像头（后三）>,八核>,3400mAh大电池大电池手机>,外放 音量 音乐 声场 声效 环绕 立体声 响铃 声音 听歌 音质 麦克风 通话 音效 扬声器 播放器 喇叭 音响 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 性能 速度 流畅 综合,骁龙710
高通 骁龙653（MSM8976 Pro）游戏体验 轻掉帧(击败61%手机)，,1.95GHz,,6GB>游戏运行良好,128GB>2.6万张照片1.1万首歌曲,162,2560x1440像素>2K超清（击败99.81%手机）,5.7英寸可单手打字更多5.7英寸手机＞,5999,800万像素>普通级像素高像素自拍手机>,1300万像素+1200万像素高清级像素 样张秀>，高清像素手机>,金立M2017（全网通）,三摄像头（后双）>,八核>,7000mAh大电池,发热 待机 电池 续航 功耗 散热 能耗 耗电量 充电 性价比 体验 效率 价格 识别率 兼容性 实用性 功能性 ui 易用性 整体性 稳定性 综合性 ﻿设计 四角 背面 外型 造型 纹理 流线 锐度 外形 边角 视觉 宽度 美感 观感 外观 拉丝 弧线 弧面 颜值 比例 屏占 边框 线条 衔接 相机 噪点 逆光 视觉效果 白平衡 色准 清晰度 画质 色彩 拍照 像素 拍摄 夜景 立体感 照相 微距 表现力 成像 近景 夜拍 纯净度 相素 做工 大小 边缘 触感 工艺 持握 握持 厚度 握感 摸上去 质感 材质 分量 重量 手握 尺寸 手感 切边 拿在手上 份量,骁龙653
